,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
239,Finding Fanny,2014,N/A,12 Sep 2014,102 min,"Adventure, Comedy, Drama, Romance",Homi Adajania,"Homi Adajania, Kersi Khambatta","Deepika Padukone, Naseeruddin Shah, Basilo Dias, Kevin D'Mello",A man embarks on a road trip to find his lost love.,"English, Hindi, Konkani",India,2 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BMjE1Nzk2Mjk2OF5BMl5BanBnXkFtZTgwMTE5NTYxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",N/A,5.8,"5,800",tt3142688,movie,N/A,"$515,393",Fox International,http://www.facebook.com/foxstarhindi,True
240,No Good Deed,2014,PG-13,12 Sep 2014,84 min,"Crime, Drama, Thriller",Sam Miller,Aimee Lagos,"Idris Elba, Taraji P. Henson, Leslie Bibb, Kate del Castillo",An unstable escaped convict terrorizes a woman who is alone with her two children.,English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMzk0OTc3MDM5MF5BMl5BanBnXkFtZTgwOTMzMDMzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26,5.6,"15,579",tt2011159,movie,06 Jan 2015,"$42,428,931",Sony/Screen Gems,http://sites.sonypictures.com/nogooddeed/teaser/,True
241,The Maze Runner,2014,PG-13,19 Sep 2014,113 min,"Action, Mystery, Sci-Fi, Thriller",Wes Ball,"Noah Oppenheim (screenplay by), Grant Pierce Myers (screenplay by), T.S. Nowlin (screenplay by), James Dashner (based upon the novel by)","Dylan O'Brien, Aml Ameen, Ki Hong Lee, Blake Cooper","Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",English,"USA, UK",4 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMjUyNTA3MTAyM15BMl5BanBnXkFtZTgwOTEyMTkyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.8,"379,607",tt1790864,movie,16 Dec 2014,"$98,537,272",20th Century Fox,http://themazerunnermovie.com/,True
242,This Is Where I Leave You,2014,R,19 Sep 2014,103 min,"Comedy, Drama",Shawn Levy,"Jonathan Tropper (screenplay), Jonathan Tropper (novel)","Jason Bateman, Tina Fey, Jane Fonda, Adam Driver","When their father passes away, four grown siblings are forced to return to their childhood home and live under the same roof together for a week, along with their over-sharing mother and an assortment of spouses, exes and might-have-beens.","English, Hebrew",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjkzNzQ2NDMyNl5BMl5BanBnXkFtZTgwMTY3MTcxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.6,"64,429",tt1371150,movie,16 Dec 2014,"$26,730,317",Warner Bros. Pictures,http://www.thisiswhereileaveyou.com,True
243,A Walk Among the Tombstones,2014,R,19 Sep 2014,114 min,"Crime, Drama, Mystery, Thriller",Scott Frank,"Lawrence Block (based on the novel by), Scott Frank (written for the screen by)","Liam Neeson, Maurice Compte, Patrick McDade, Luciano Acuna Jr.",Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,"English, Spanish, Urdu, Russian",USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTQ3NzY2MTg1M15BMl5BanBnXkFtZTgwODY2Njk4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.5,"103,322",tt0365907,movie,13 Jan 2015,N/A,Universal Studios,http://www.awalkamongthetombstones.net/,True
244,Annabelle,2014,R,03 Oct 2014,99 min,"Horror, Mystery, Thriller",John R. Leonetti,Gary Dauberman,"Annabelle Wallis, Ward Horton, Tony Amendola, Alfre Woodard",A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,English,USA,3 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BOTQwZmQyYzEtODk5ZC00OTY3LWExMjAtYzRjNWFhNGM3MzBlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.4,"118,315",tt3322940,movie,20 Jan 2015,N/A,New Line Cinema,http://www.annabellemovie.com,True
245,Believe Me,2014,PG-13,16 Sep 2015,93 min,"Comedy, Drama",Will Bakke,"Michael B. Allen, Will Bakke","Alex Russell, Zachary Knighton, Johanna Braddy, Miles Fisher","Desperate, broke, and out of ideas, four college seniors start a fake charity to embezzle money for tuition.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTU4MTUwNTI5NV5BMl5BanBnXkFtZTgwMzE0Njg5MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,4.9,"1,014",tt3107070,movie,02 Mar 2015,N/A,Gravitas Ventures,http://believemefilm.com/,True
246,Gone Girl,2014,R,03 Oct 2014,149 min,"Drama, Mystery, Thriller",David Fincher,"Gillian Flynn (screenplay), Gillian Flynn (novel)","Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",English,USA,Nominated for 1 Oscar. Another 65 wins & 177 nominations.,https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,8.1,"744,986",tt2267998,movie,13 Jan 2015,N/A,20th Century Fox,https://www.foxmovies.com/movies/gone-girl,True
247,My Little Pony: Equestria Girls - Rainbow Rocks,2014,TV-Y,27 Sep 2014,75 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Jayson Thiessen, Ishi Rudell(co-director)","Lauren Faust (characters), Meghan McCarthy","Tara Strong, Ashleigh Ball, Andrea Libman, Tabitha St. Germain","Three mysterious girls show up at canterlot high and cause trouble. With the magic of friendship, they want to defeat the mysterious girls.","English, Hungarian","USA, Canada",3 nominations.,https://m.media-amazon.com/images/M/MV5BMmNjYTFiMzktN2RhNS00MTNhLTljODAtOGUzMmI0OTZkNTQxXkEyXkFqcGdeQXVyNDcxMTk4Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,"2,214",tt3529198,movie,28 Oct 2014,N/A,Screenvision,http://www.mlpeg.com,True
248,Bang Bang!,2014,N/A,23 Nov 2014,12 min,"Animation, Short, Drama",Julien Bisaro,"Julien Bisaro, Claire Paoletti","Andréa Brusque, Féodor Atkine, Eric Herson-Macarel","Bang! Bang! It's hunting season. As well as Eda's 25th birthday. As a present, her father offers her an apartment under seizure.",French,France,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BYWNlZDExYzctODUyYy00N2I0LTkwOTYtNjFmZTIzM2NmZDA1XkEyXkFqcGdeQXVyNDM1NzQzODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}]",N/A,7.6,30,tt3701644,movie,26 Aug 2003,"$2,681,879",Fox International,http://www.facebook.com/foxstarhindi,True
249,Left Behind,2014,PG-13,03 Oct 2014,110 min,"Action, Drama, Fantasy, Mystery, Thriller",Vic Armstrong,"Jerry B. Jenkins (based on novel), Tim LaHaye (based on novel), Paul Lalonde, John Patus","Nicolas Cage, Chad Michael Murray, Cassi Thomson, Nicky Whelan",A small group of survivors are left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.,English,"USA, Canada",4 nominations.,https://m.media-amazon.com/images/M/MV5BMjI4MjA2OTQxMF5BMl5BanBnXkFtZTgwMjcyMTI2MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '1%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",12,3.1,"32,610",tt2467046,movie,06 Jan 2015,"$10,649,893",Freestyle Releasing,http://www.leftbehindmovie.com/,True
250,Inherent Vice,2014,R,09 Jan 2015,148 min,"Comedy, Crime, Drama, Mystery, Romance",Paul Thomas Anderson,"Paul Thomas Anderson (written for the screen by), Thomas Pynchon (based on the novel by)","Joanna Newsom, Katherine Waterston, Joaquin Phoenix, Jordan Christian Hearn","In 1970, drug-fueled Los Angeles private investigator Larry ""Doc"" Sportello investigates the disappearance of a former girlfriend.","English, Japanese",USA,Nominated for 2 Oscars. Another 16 wins & 93 nominations.,https://m.media-amazon.com/images/M/MV5BMjI2ODQ2NzUwMl5BMl5BanBnXkFtZTgwNjU3NTE4MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.7,"81,505",tt1791528,movie,28 Apr 2015,"$6,100,613",Warner Bros. Pictures,http://inherentvicemovie.com/,True
251,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,PG,10 Oct 2014,81 min,"Comedy, Family",Miguel Arteta,"Rob Lieber (screenplay), Rob Lieber (screen story), Judith Viorst (book)","Steve Carell, Jennifer Garner, Ed Oxenbould, Dylan Minnette","Alexander's day begins with gum stuck in his hair, followed by more calamities. However, he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother and sister - who all find themselves living through their own terrible, horrible, no good, very bad day.",English,USA,1 win & 8 nominations.,https://m.media-amazon.com/images/M/MV5BOTgxMDMxMTY5OV5BMl5BanBnXkFtZTgwMjY1NzYzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.2,"36,484",tt1698641,movie,10 Feb 2015,"$56,752,482",Walt Disney Pictures,http://movies.disney.com/alexander-and-the-terrible-horrible-no-good-very-bad-da,True
252,Na Maloom Afraad,2014,N/A,06 Oct 2014,137 min,"Action, Comedy, Crime, Thriller",Nabeel Qureshi,Nabeel Qureshi,"Javed Sheikh, Fahad Mustafa, Mohsin Abbas Haider, Urwa Hocane",Three men unwittingly becomes prey of a ruthless don after their quick-rich schemes goes awry.,Urdu,Pakistan,3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYmZlZjM5NGYtMzQzMS00NmE5LWE2YjMtZWZjMWRlMDc1NzA4XkEyXkFqcGdeQXVyMzc0NzU5MTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"3,635",tt3801252,movie,N/A,N/A,N/A,N/A,True
253,O21,2014,N/A,06 Oct 2014,124 min,"Action, Thriller","Jami, Summer Nicks(co-director)","Jami, Jami, Azaan Sami Khan, Azaan Sami Khan, Summer Nicks, Summer Nicks, Joe Towne","Shaan Shahid, Ayub Khoso, Aamina Sheikh, Shamoon Abbasi",A gripping action thriller in which two men executes a plan to stop the war between Afghanistan and Pakistan within 21 hours.,"Urdu, English, Pushto",Pakistan,N/A,https://m.media-amazon.com/images/M/MV5BMTUyNzgzNDk4MV5BMl5BanBnXkFtZTgwMDkwMTA0MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"2,944",tt3395608,movie,N/A,N/A,N/A,N/A,True
254,Addicted,2014,R,10 Oct 2014,106 min,"Drama, Thriller",Bille Woodruff,"Christina Welsh (screenplay by), Ernie Barbarash (screenplay by), Zane (based on the novel by)","Boris Kodjoe, Brandon Gonzales, Cameron Mills, Daniel O'Callaghan",A gallerist risks her family and flourishing career when she enters into an affair with a talented painter and slowly loses control of her life.,"Spanish, English",USA,N/A,https://m.media-amazon.com/images/M/MV5BNjMzMTUyNzU3Nl5BMl5BanBnXkFtZTgwNjM5MjAwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.2,"7,509",tt2205401,movie,10 Feb 2015,"$17,382,982",Lionsgate,http://www.facebook.com/Addicted,True
255,Dracula Untold,2014,PG-13,10 Oct 2014,92 min,"Action, Drama, Fantasy, Horror, War",Gary Shore,"Matt Sazama (screenplay), Burk Sharpless (screenplay), Bram Stoker (characters)","Luke Evans, Sarah Gadon, Dominic Cooper, Art Parkinson","As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.","English, Turkish","USA, Japan",3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTkzNzI1OTI4N15BMl5BanBnXkFtZTgwNTQ2NzEwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.3,"162,341",tt0829150,movie,03 Feb 2015,N/A,Universal Pictures,http://www.draculauntold.com/,True
256,Kill the Messenger,2014,R,09 Oct 2014,112 min,"Biography, Crime, Drama, Mystery, Thriller",Michael Cuesta,"Peter Landesman, Gary Webb (book), Nick Schou (book)","Jeremy Renner, Robert Patrick, Jena Sims, Robert Pralgo","Journalist Gary Webb, California 1996, started investigating CIA's role in the 1980s in getting crack cocaine to the black part of LA to get money and weapons to the Contras/freedom fighters in Nicaragua.",English,USA,3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNDM5MDIxNzYyNV5BMl5BanBnXkFtZTgwMDUzMTk4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.0,"40,408",tt1216491,movie,10 Feb 2015,"$2,445,646",Focus Features,http://www.focusfeatures.com/kill_the_messenger/,True
257,The Book of Life,2014,PG,17 Oct 2014,95 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",Jorge R. Gutiérrez,"Jorge R. Gutiérrez (screenplay by), Doug Langdale (screenplay by)","Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman","Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears.","English, Spanish",USA,Nominated for 1 Golden Globe. Another 3 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BMTkzOTgzNDYzOF5BMl5BanBnXkFtZTgwOTgxMTkyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.3,"58,568",tt2262227,movie,27 Jan 2015,N/A,20th Century Fox,http://www.bookoflifemovie.com/,True
258,John Wick,2014,R,24 Oct 2014,101 min,"Action, Crime, Thriller","Chad Stahelski, David Leitch",Derek Kolstad,"Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe",An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took everything from him.,"English, Russian, Hungarian","China, USA",5 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTU2NjA1ODgzMF5BMl5BanBnXkFtZTgwMTM2MTI4MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.3,"419,554",tt2911666,movie,03 Feb 2015,N/A,LionsGate Entertainment,http://johnwickthemovie.com/,True
259,Northmen - A Viking Saga,2014,R,23 Oct 2014,97 min,"Action, Adventure",Claudio Fäh,"Bastian Zach, Matthias Bauer","Ed Skrein, James Norton, Tom Hopper, Charlie Murphy",A band of Vikings cross enemy lines and a panicked race begins. The losers will pay with their lives.,"English, Scots","Switzerland, UK, Germany, South Africa",1 nomination.,https://m.media-amazon.com/images/M/MV5BNTI0ZjljMzMtNDFlZi00YTM1LTgxY2EtN2Q1ZjNiZTNkMzQ3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,5.4,"8,192",tt2290553,movie,N/A,N/A,N/A,N/A,True
260,Candlestick,2014,N/A,09 May 2016,83 min,"Drama, Mystery, Thriller",Christopher Presswell,"Forgács W. András, Christopher Presswell","Andrew Fitch, Isla Ure, Nigel Thomas, Tom Knight","A social gathering is rocked to its core when Jack accuses his best friend's wife of infidelity. But as the allegations start flying, it soon emerges that a far more sinister game may be at play.",English,UK,4 wins & 3 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMGYwZThjNDQtODhkZC00MjY3LWE3ZjEtMmExNzY5MzljYjRlXkEyXkFqcGdeQXVyNTM0NDg5NzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,206,tt2660294,movie,N/A,N/A,Indie Rights,http://www.candlestickfilm.com,True
261,Fury,2014,R,17 Oct 2014,134 min,"Action, Drama, War",David Ayer,David Ayer,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña","A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.","English, German","USA, China, UK",5 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMjA4MDU0NTUyN15BMl5BanBnXkFtZTgwMzQxMzY4MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.6,"375,513",tt2713180,movie,27 Jan 2015,"$72,609,225",Sony Pictures,http://furymovie.tumblr.com/,True
262,The Best of Me,2014,PG-13,17 Oct 2014,118 min,"Drama, Romance",Michael Hoffman,"Nicholas Sparks (novel), Will Fetters (screenplay), J. Mills Goodloe (screenplay)","Michelle Monaghan, James Marsden, Luke Bracey, Liana Liberato",A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMzQ5Njg3Njk5N15BMl5BanBnXkFtZTgwODIwODIxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,6.7,"58,255",tt1972779,movie,03 Feb 2015,"$21,984,384",Relativity Media,http://www.facebook.com/BestOfMeMovie,True
263,American Heist,2014,R,24 Jul 2015,94 min,"Action, Crime, Drama, Thriller",Sarik Andreasyan,Raul Inglis,"Hayden Christensen, Adrien Brody, Jordana Brewster, Akon","James owes his life to his older brother, Frankie after taking the rap for a crime they committed together. While Frankie served time, James worked to turn his life around, got a steady job and began courting his former girlfriend Emily. Now, Frankie is released and back on the streets with no money and no place to go.",English,"Canada, Luxembourg",N/A,https://m.media-amazon.com/images/M/MV5BMTQ4Mjg2ODQ5Ml5BMl5BanBnXkFtZTgwMTM4OTA3NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,5.1,"15,335",tt2923316,movie,08 Sep 2015,N/A,Lionsgate,N/A,True
264,Big Hero 6,2014,PG,07 Nov 2014,102 min,"Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi","Don Hall, Chris Williams","Jordan Roberts (screenplay by), Robert L. Baird (screenplay by), Daniel Gerson (screenplay by), Man of Action (Big Hero 6 team and characters created by), Steven T. Seagle (characters), Duncan Rouleau (characters)","Scott Adsit, Ryan Potter, Daniel Henney, T.J. Miller","The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",English,USA,Won 1 Oscar. Another 16 wins & 57 nominations.,https://m.media-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.8,"359,465",tt2245084,movie,24 Feb 2015,N/A,Walt Disney Pictures,http://www.disney.com/BigHero6,True
265,Happy New Year,2014,Not Rated,24 Oct 2014,180 min,"Action, Comedy, Music",Farah Khan,"Althea Kaushal, Farah Khan, Mayur Puri (dialogue)","Deepika Padukone, Shah Rukh Khan, Anupam Kher, Anurag Kashyap",A gang of an amateur dancers takes part in a dancing competition to avenge their personal vendetta.,Hindi,India,11 wins & 38 nominations.,https://m.media-amazon.com/images/M/MV5BMjEwZGQwZWMtNTU4Zi00YWVlLTlhZTYtZjc2MzJmMGVmMDQwXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",N/A,5.1,"31,126",tt2461132,movie,N/A,"$1,219,212",Yash Raj Films,http://www.hny.co.in/,True
266,Ouija,2014,PG-13,24 Oct 2014,89 min,"Horror, Thriller",Stiles White,"Juliet Snowden, Stiles White","Olivia Cooke, Ana Coto, Daren Kagasoff, Bianca A. Santos",A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,English,"Japan, USA",1 win.,https://m.media-amazon.com/images/M/MV5BMTQ1NzcwMTU5MF5BMl5BanBnXkFtZTgwOTE5MzEyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,4.5,"43,132",tt1204977,movie,03 Feb 2015,"$43,513,891",Universal Pictures,http://www.ouijamovie.com/,True
267,Interstellar,2014,PG-13,07 Nov 2014,169 min,"Adventure, Drama, Sci-Fi",Christopher Nolan,"Jonathan Nolan, Christopher Nolan","Ellen Burstyn, Matthew McConaughey, Mackenzie Foy, John Lithgow",A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,English,"USA, UK",Won 1 Oscar. Another 43 wins & 143 nominations.,https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,8.6,"1,257,107",tt0816692,movie,31 Mar 2015,"$158,737,441",Paramount Pictures,http://www.InterstellarMovie.com/,True
268,A Most Violent Year,2014,R,30 Jan 2015,125 min,"Crime, Drama, Thriller",J.C. Chandor,J.C. Chandor,"Oscar Isaac, Elyes Gabel, Jessica Chastain, Lorna Pruce","In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city's history.","English, Spanish","United Arab Emirates, USA",Nominated for 1 Golden Globe. Another 15 wins & 50 nominations.,https://m.media-amazon.com/images/M/MV5BMjE4OTY4ODg3Ml5BMl5BanBnXkFtZTgwMTI1MTg1MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.0,"58,757",tt2937898,movie,07 Apr 2015,N/A,A24,http://amostviolentyear.com/,True
269,Jessabelle,2014,PG-13,07 Nov 2014,90 min,"Horror, Thriller",Kevin Greutert,Robert Ben Garant,"Sarah Snook, Joelle Carter, Mark Webber, David Andrews","Returning to her childhood home in Louisiana to recuperate from a horrific car accident, Jessabelle comes face to face with a long-tormented spirit that has been seeking her return -- and has no intention of letting her escape.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQ2NTM1MjYzOV5BMl5BanBnXkFtZTgwNjQwMjA1MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.4,"20,179",tt2300975,movie,13 Jan 2015,N/A,Lionsgate Films,http://www.facebook.com/JessabelleMovie,True
270,The Gambler,2014,R,25 Dec 2014,111 min,"Crime, Drama, Thriller",Rupert Wyatt,"William Monahan (screenplay), James Toback","Mark Wahlberg, George Kennedy, Griffin Cleveland, Jessica Lange","Literature professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation, is his relationship with one of his students. Will Bennett risk his life for a second chance?",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjA5MjIzODE3N15BMl5BanBnXkFtZTgwNzUwNzYwMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.0,"58,773",tt2039393,movie,28 Apr 2015,"$18,884,667",Paramount Pictures,http://www.TheGamblerMovie.com,True
271,The Hunger Games: Mockingjay - Part 1,2014,PG-13,21 Nov 2014,123 min,"Action, Adventure, Sci-Fi, Thriller",Francis Lawrence,"Peter Craig (screenplay), Danny Strong (screenplay), Suzanne Collins (adaptation), Suzanne Collins (novel)","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson","Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",English,USA,Nominated for 1 Golden Globe. Another 21 wins & 31 nominations.,https://m.media-amazon.com/images/M/MV5BMTcxNDI2NDAzNl5BMl5BanBnXkFtZTgwODM3MTc2MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.7,"372,858",tt1951265,movie,06 Mar 2015,"$295,457,212",Lionsgate Films,http://www.facebook.com/thehungergamesmovie,True
