,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
212,Flatliners,1990,R,10 Aug 1990,115 min,"Drama, Horror, Sci-Fi, Thriller",Joel Schumacher,Peter Filardi,"Kiefer Sutherland, Julia Roberts, Kevin Bacon, William Baldwin","Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives.",English,USA,Nominated for 1 Oscar. Another 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTc3MDE3NTM3Ml5BMl5BanBnXkFtZTgwNzgwNTg4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.6,"74,082",tt0099582,movie,20 Jan 1998,N/A,Sony Pictures Home Entertainment,N/A,True
213,Mark Felt: The Man Who Brought Down the White House,2017,PG-13,29 Sep 2017,103 min,"Biography, Drama, History, Thriller",Peter Landesman,"Mark Felt (based on the books by), John D. O'Connor (based on the books by), Peter Landesman","Liam Neeson, Diane Lane, Marton Csokas, Tony Goldwyn","The story of Mark Felt, who under the name ""Deep Throat"" helped journalists Bob Woodward and Carl Bernstein uncover the Watergate scandal in 1972.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjQzMDEwMjMyNF5BMl5BanBnXkFtZTgwNjA1NTA1MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.4,"8,668",tt5175450,movie,N/A,N/A,N/A,N/A,True
214,Blade Runner 2049,2017,R,06 Oct 2017,164 min,"Drama, Mystery, Sci-Fi, Thriller",Denis Villeneuve,"Hampton Fancher (screenplay by), Michael Green (screenplay by), Hampton Fancher (story by), Philip K. Dick (based on characters from the novel ""Do Androids Dream of Electric Sheep?"" by)","Ryan Gosling, Dave Bautista, Robin Wright, Mark Arnold","A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.","English, Finnish, Japanese, Hungarian, Russian, Somali, Spanish","USA, UK, Hungary, Canada",Won 2 Oscars. Another 81 wins & 131 nominations.,https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,8.0,"361,393",tt1856101,movie,16 Jan 2018,"$91,800,042",Warner Bros. Pictures,http://bladerunnermovie.com,True
215,Brawl in Cell Block 99,2017,Not Rated,06 Oct 2017,132 min,"Crime, Drama",S. Craig Zahler,S. Craig Zahler,"Vince Vaughn, Jennifer Carpenter, Don Johnson, Udo Kier",A former boxer-turned-drug runner lands in a prison battleground after a deal gets deadly.,English,USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BMzQ4MjEyNjg4Nl5BMl5BanBnXkFtZTgwOTY1NDEzMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.1,"40,969",tt5657856,movie,26 Dec 2017,N/A,RLJE Films,N/A,True
216,The Florida Project,2017,R,10 Nov 2017,111 min,Drama,Sean Baker,"Sean Baker, Chris Bergoch","Brooklynn Prince, Christopher Rivera, Aiden Malik, Josie Olivo","Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.","English, Spanish, Portuguese",USA,Nominated for 1 Oscar. Another 58 wins & 106 nominations.,https://m.media-amazon.com/images/M/MV5BMjg4ZmY1MmItMjFjOS00ZTg2LWJjNDYtNDM2YmM2NzhiNmZhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,7.6,"67,905",tt5649144,movie,20 Feb 2018,"$5,412,775",June Pictures,N/A,True
217,The Mountain Between Us,2017,PG-13,06 Oct 2017,112 min,"Action, Adventure, Drama, Romance, Thriller",Hany Abu-Assad,"Chris Weitz (screenplay by), J. Mills Goodloe (screenplay by), Charles Martin (based upon the book by)","Idris Elba, Kate Winslet, Beau Bridges, Dermot Mulroney","Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow-covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.",English,USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjllMWJmZTEtODA2Mi00MzY3LThiYmMtZDFjYjQ2NDM2MWJkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.4,"54,850",tt2226597,movie,26 Dec 2017,"$29,669,726",20th Century Fox,http://MountainBetweenUs.com,True
218,Outrage Coda,2017,N/A,07 Oct 2017,104 min,"Action, Crime, Drama",Takeshi Kitano,Takeshi Kitano (screenplay),"Takeshi Kitano, Toshiyuki Nishida, Tatsuo Nadaka, Ken Mitsuishi","Five years after surviving the all-out war between the Sanno and Hanabishi crime families, former yakuza boss Otomo now works in South Korea for Mr. Chang, a renowned fixer whose influence extends into Japan. A relatively minor incident causes tensions to rise between Chang Enterprises and the faraway powerful Hanabishi. The growing conflict gets out of hand and ignites a ferocious power struggle...","Japanese, Korean",Japan,N/A,https://m.media-amazon.com/images/M/MV5BMmQyMDhhNjMtMjQyMS00OTE2LTg2ZTktMzA2M2ZiZmZkZDZhXkEyXkFqcGdeQXVyNzg0OTg0OTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.0,"1,296",tt6293042,movie,N/A,N/A,Office Kitano,http://outrage-movie.jp/,True
219,Blood Money,2017,R,13 Oct 2017,100 min,"Crime, Drama, Thriller",Lucky McKee,"Jared Butler, Lars Norberg","Ellar Coltrane, Willa Fitzgerald, Jacob Artist, John Cusack","Three friends on a wilderness excursion must outrun a white collar criminal hellbent on retrieving his cash, but soon their greed turns them against each other. A modern re-telling of ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNThiMWI0YWMtNWJhYy00ZDc5LTk5OWYtNTgwMTM2NTQ0M2EzXkEyXkFqcGdeQXVyNjQzODc2MDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,4.5,"1,545",tt3758852,movie,19 Dec 2017,N/A,"Saban Films, Lionsgate",N/A,True
220,Breathe,2017,PG-13,27 Oct 2017,118 min,"Biography, Drama, Romance",Andy Serkis,William Nicholson (screenplay),"Andrew Garfield, Claire Foy, Ed Speleers, Tom Hollander","The inspiring true love story of Robin and Diana Cavendish, an adventurous couple who refuse to give up in the face of a devastating disease. Their heartwarming celebration of human possibility marks the directorial debut of Andy Serkis.","English, German, Spanish",UK,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTg1OTcxNjU1MV5BMl5BanBnXkFtZTgwMzcwMTQ3MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,7.1,"14,257",tt5716464,movie,02 Jan 2018,"$475,685",Bleecker Street / Participant Media.,N/A,True
221,The Foreigner,2017,R,13 Oct 2017,113 min,"Action, Crime, Drama, Mystery, Thriller",Martin Campbell,"David Marconi (screenplay by), Stephen Leather (based on the novel ""The Chinaman"" by)","Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy","A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.","English, Mandarin","UK, China, USA",N/A,https://m.media-amazon.com/images/M/MV5BM2RlMjcyMGQtZTU3OC00NGRlLWExMGEtYjU3ZjUyMDc0NWZmXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,7.0,"77,954",tt1615160,movie,09 Jan 2018,"$33,964,179",STX Films,http://TheForeignerMovie.com,True
222,Happy Death Day,2017,PG-13,13 Oct 2017,96 min,"Horror, Mystery, Thriller",Christopher Landon,Scott Lobdell,"Jessica Rothe, Israel Broussard, Ruby Modine, Charles Aitken","A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BYzZhY2E5NzQtMWVmNC00YmEzLTgxZDMtNjE2YmQ4ZTZiZGZjXkEyXkFqcGdeQXVyODQxMTI4MjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.5,"74,874",tt5308322,movie,16 Jan 2018,"$55,398,005",Universal Studios,http://www.happydeathdaymovie.com/,True
223,Professor Marston and the Wonder Women,2017,R,13 Oct 2017,108 min,"Biography, Drama",Angela Robinson,Angela Robinson,"Luke Evans, Rebecca Hall, Bella Heathcote, Connie Britton","The story of psychologist William Moulton Marston, and his polyamorous relationship with his wife and their mistress who would inspire his creation of the superheroine, Wonder Woman.",English,USA,6 nominations.,https://m.media-amazon.com/images/M/MV5BMTcyMTQzMDIwNl5BMl5BanBnXkFtZTgwMTY1NjgzMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.1,"16,682",tt6133130,movie,30 Jan 2018,"$1,583,641",Annapurna Pictures,http://www.marston.movie/,True
224,Thor: Ragnarok,2017,PG-13,03 Nov 2017,130 min,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Taika Waititi,"Eric Pearson, Craig Kyle, Christopher L. Yost, Stan Lee (based on the Marvel comics by), Larry Lieber (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by)","Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Idris Elba","Thor is imprisoned on the planet Sakaar, and must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",English,"USA, Australia",5 wins & 30 nominations.,https://m.media-amazon.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.9,"429,908",tt3501632,movie,06 Mar 2018,"$314,971,245",Walt Disney Pictures,http://movies.disney.com/thor-ragnarok,True
225,Wonder Wheel,2017,PG-13,15 Dec 2017,101 min,Drama,Woody Allen,Woody Allen,"Justin Timberlake, Juno Temple, Robert C. Kirk, Kate Winslet","On Coney Island in the 1950s, a lifeguard tells the story of a middle-aged carousel operator, his beleaguered wife, and the visitor who turns their lives upside-down.",English,USA,3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTA2NjAyMDIzMzleQTJeQWpwZ15BbWU4MDg1NTEwNjMy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.2,"18,732",tt5825380,movie,06 Mar 2018,N/A,Amazon Studios,http://www.wonderwheelmovie.com/,True
226,Boo 2! A Madea Halloween,2017,PG-13,20 Oct 2017,101 min,"Comedy, Horror",Tyler Perry,Tyler Perry,"Tyler Perry, Cassi Davis, Patrice Lovely, Yousef Erakat","Madea, Bam, and Hattie venture to a haunted campground and the group must run for their lives when monsters, goblins, and the boogeyman are unleashed.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BOTgxNzk4ODA3Nl5BMl5BanBnXkFtZTgwOTkyOTg1MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '17/100'}]",17,3.8,"3,182",tt6217804,movie,30 Jan 2018,"$46,649,659",Lionsgate,http://www.Boo.movie,True
227,Coco,2017,PG,22 Nov 2017,105 min,"Animation, Adventure, Comedy, Family, Fantasy, Music, Mystery","Lee Unkrich, Adrian Molina(co-director)","Lee Unkrich (original story by), Jason Katz (original story by), Matthew Aldrich (original story by), Adrian Molina (original story by), Adrian Molina (screenplay by), Matthew Aldrich (screenplay by)","Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","English, Spanish",USA,Won 2 Oscars. Another 86 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,8.4,"257,917",tt2380307,movie,27 Feb 2018,"$208,487,719",Disney/Pixar,http://movies.disney.com/coco,True
228,Geostorm,2017,PG-13,20 Oct 2017,109 min,"Action, Sci-Fi, Thriller",Dean Devlin,"Dean Devlin, Paul Guyot","Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara","When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.","English, Cantonese, Russian, Hindi, Spanish",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTA0OTQwMTIxNzheQTJeQWpwZ15BbWU4MDQ1MzI3OTMy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",21,5.3,"74,879",tt1981128,movie,23 Jan 2018,"$33,681,965",Warner Bros. Pictures,http://www.geostorm.movie/,True
229,The Killing of a Sacred Deer,2017,R,03 Nov 2017,121 min,"Drama, Mystery, Thriller",Yorgos Lanthimos,"Yorgos Lanthimos, Efthymis Filippou","Barry G. Bernson, Herb Caillouet, Bill Camp, Raffey Cassidy","Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister.","English, French","Ireland, UK",2 wins & 30 nominations.,https://m.media-amazon.com/images/M/MV5BMjU4NDcwOTA2NF5BMl5BanBnXkFtZTgwMjE2OTg4MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.0,"84,604",tt5715874,movie,23 Jan 2018,"$1,955,883",A24,http://killingofasacreddeer.movie/,True
230,Leatherface,2017,R,14 Sep 2017,90 min,"Crime, Horror, Thriller","Alexandre Bustillo, Julien Maury","Kim Henkel (based on characters created by), Tobe Hooper (based on characters created by), Seth M. Sherwood (screenplay by)","Stephen Dorff, Lili Taylor, Sam Strike, Vanessa Grasse","A teenage Leatherface escapes from a mental hospital with three other inmates, kidnapping a young nurse and taking her on a road trip from hell, while being pursued by a lawman out for revenge.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjEyMDE1MzE1NF5BMl5BanBnXkFtZTgwMzcwNTU1MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.0,"15,627",tt2620590,movie,19 Dec 2017,N/A,Lionsgate,N/A,True
231,Only the Brave,2017,PG-13,20 Oct 2017,134 min,"Action, Biography, Drama",Joseph Kosinski,"Sean Flynn (based on the GQ article ""No Exit"" by), Ken Nolan, Eric Warren Singer","Josh Brolin, Miles Teller, Jeff Bridges, Jennifer Connelly","Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BYWFlOWI3YTMtYTk3NS00YWQ2LTlmYTMtZjk0ZDk4Y2NjODI0XkEyXkFqcGdeQXVyNTQxNTQ4Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.7,"42,084",tt3829920,movie,06 Feb 2018,"$18,255,680",Columbia Pictures,http://www.onlythebrave-movie.com/site/#,True
232,Same Kind of Different as Me,2017,PG-13,20 Oct 2017,119 min,"Biography, Drama",Michael Carney,"Michael Carney (screenplay), Alexander Foard (screenplay), Ron Hall (screenplay), Ron Hall (book), Denver Moore (book), Lynn Vincent (book)","Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight","International art dealer Ron Hall must befriend a dangerous homeless man in order to save his struggling marriage to his wife, a woman whose dreams will lead all three of them on the journey of their lives.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BY2JhZjU1YWQtM2RmYi00ZjY3LWFhYzktNTk0ZGZkNjBkYzI2XkEyXkFqcGdeQXVyNjAwOTYzMjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.5,"3,654",tt1230168,movie,20 Feb 2018,"$6,410,279",Paramount Pictures / Pure Flix,http://www.samekindofdifferentasmemovie.com/,True
233,The Snowman,2017,R,20 Oct 2017,119 min,"Crime, Drama, Mystery, Thriller",Tomas Alfredson,"Peter Straughan (screenplay by), Hossein Amini (screenplay by), Søren Sveistrup (screenplay by), Jo Nesbø (based on the novel by)","Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Jonas Karlsson",Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,"English, Russian","UK, USA, Sweden",1 nomination.,https://m.media-amazon.com/images/M/MV5BNDg1NjYyMTEyOF5BMl5BanBnXkFtZTgwNzY4MDMyMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,5.1,"45,598",tt1758810,movie,16 Jan 2018,"$6,658,715",Universal Studios,http://www.thesnowmanmovie.com/,True
234,Justice League,2017,PG-13,17 Nov 2017,120 min,"Action, Adventure, Fantasy, Sci-Fi",Zack Snyder,"Jerry Siegel (Superman created by), Joe Shuster (Superman created by), Chris Terrio (story by), Zack Snyder (story by), Chris Terrio (screenplay by), Joss Whedon (screenplay by), Gardner Fox (Justice League of America created by), Bob Kane (Batman created by), Bill Finger (Batman created by), William Moulton Marston (Wonder Woman created by), Jack Kirby (Fourth World created by)","Ben Affleck, Henry Cavill, Amy Adams, Gal Gadot","Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.","English, Irish, Russian, Icelandic","USA, Canada, UK",1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BYWVhZjZkYTItOGIwYS00NmRkLWJlYjctMWM0ZjFmMDU4ZjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.5,"314,937",tt0974015,movie,13 Mar 2018,"$227,032,490",Warner Bros. Pictures,http://www.justiceleaguethemovie.com/,True
235,All I See Is You,2016,R,27 Oct 2017,109 min,"Drama, Mystery, Romance",Marc Forster,"Sean Conway (screenplay), Marc Forster (screenplay)","Blake Lively, Jason Clarke, Ahna O'Reilly, Miquel Fernández",A blind woman's relationship with her husband changes when she regains her sight and discovers disturbing details about themselves.,English,"Thailand, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BNDI5NzU2OTM1MV5BMl5BanBnXkFtZTgwNzU3NzM3MzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,5.3,"7,232",tt4486986,movie,06 Feb 2018,N/A,Open Road Films,http://alliseeisyoumovie.com/,True
236,Jigsaw,2017,R,27 Oct 2017,92 min,"Crime, Horror, Mystery, Thriller","Michael Spierig, Peter Spierig","Josh Stolberg, Pete Goldfinger","Matt Passmore, Tobin Bell, Callum Keith Rennie, Hannah Emily Anderson","Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for over 10 years.",English,"USA, Canada",N/A,https://m.media-amazon.com/images/M/MV5BNmRiZDM4ZmMtOTVjMi00YTNlLTkyNjMtMjI2OTAxNjgwMWM1XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,5.8,"54,892",tt3348730,movie,23 Jan 2018,"$36,462,005",Lionsgate,http://jigsawsaves.com/,True
237,Novitiate,2017,R,20 Jan 2017,123 min,Drama,Maggie Betts,Maggie Betts,"Melissa Leo, Lisa Stewart, Alyssa Brindley, Chelsea Lopez","Set in the early 1960s and during the era of Vatican II, a young woman in training to become a nun struggles with issues of faith, the changing church and sexuality.","English, American Sign Language, Latin",USA,3 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BMTU5NDQzNTY2MV5BMl5BanBnXkFtZTgwMjgxMTMyMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,6.7,"2,812",tt4513316,movie,06 Mar 2018,"$570,409",Maven Pictures,http://sonyclassics.com/novitiate/,True
238,Suburbicon,2017,R,27 Oct 2017,105 min,"Comedy, Crime, Drama, Mystery, Thriller",George Clooney,"Joel Coen, Ethan Coen, George Clooney, Grant Heslov","Steve Monroe, Gavin Wilde, Landon Gordon, Hope Banks","As a 1950s suburban community self-destructs, a home invasion has sinister consequences for one seemingly normal family.",English,"UK, USA",3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTA3MjA1NDkxMTReQTJeQWpwZ15BbWU4MDU2Njg3NDMy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,5.6,"29,946",tt0491175,movie,N/A,N/A,N/A,N/A,True
239,Thank You for Your Service,2017,R,27 Oct 2017,109 min,"Biography, Drama, War",Jason Hall,"David Finkel (Thank You for Your Service by), Jason Hall","Miles Teller, Beulah Koale, Joe Cole, Scott Haze","A group of U.S. soldiers returning from Iraq struggle to integrate back into family and civilian life, while living with the memory of a war that threatens to destroy them long after they've left the battlefield.",English,"USA, India",1 win.,https://m.media-amazon.com/images/M/MV5BMTA0NTM5NzgzMjJeQTJeQWpwZ15BbWU4MDAwODc3NjIy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.5,"9,421",tt2776878,movie,23 Jan 2018,"$9,437,885",Universal Studios,http://www.thankyouforyourservicemovie.com/,True
240,The Unknown Soldier,1955,N/A,23 Dec 1955,177 min,"Drama, War",Edvin Laine,"Väinö Linna (novel), Juha Nevalainen","Kosti Klemelä, Heikki Savolainen, Reino Tolvanen, Veikko Sinisalo",It is the summer of 1941. An eastern-Finnish machine gun company receives an order to turn in their surplus equipment. The company is transferred to the front lines. The next morning the ...,Finnish,Finland,7 wins & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDFiNjY2NDYtYmFiOC00ODk3LTg4NjYtZDAwNGQ4ZDM1MDIzXkEyXkFqcGdeQXVyMTIxMzMzMzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"6,025",tt0048752,movie,N/A,N/A,N/A,N/A,True
241,Amityville: The Awakening,2017,PG-13,12 Oct 2017,85 min,"Horror, Thriller",Franck Khalfoun,Franck Khalfoun,"Jennifer Jason Leigh, Bella Thorne, Mckenna Grace, Cameron Monaghan","A desperate single mother moves with her three children into the notorious, supposedly haunted, real-life Amityville house to try and use its dark powers to cure her comatose son. Things go horribly wrong.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjQwOTI3Nzk5OV5BMl5BanBnXkFtZTgwMzY3NDMyODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,4.9,"10,427",tt1935897,movie,14 Nov 2017,N/A,Dimension Films,N/A,True
242,Murder on the Orient Express,2017,PG-13,10 Nov 2017,114 min,"Crime, Drama, Mystery",Kenneth Branagh,"Michael Green (screenplay by), Agatha Christie (based upon the novel by)","Paapa Essiedu, Yassine Zeroual, Asan N'Jie, Michael Rouse","When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.","English, French, German, Arabic","Malta, USA",18 nominations.,https://m.media-amazon.com/images/M/MV5BMTAxNDkxODIyMDZeQTJeQWpwZ15BbWU4MDQ2Mjg4NDIy._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.5,"171,753",tt3402236,movie,27 Feb 2018,"$101,555,644",20th Century Fox,http://CluesAreEverywhere.com,True
