,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
311,Miss You Already,2015,PG-13,25 Sep 2015,112 min,"Comedy, Drama, Romance",Catherine Hardwicke,Morwenna Banks,"Drew Barrymore, Shola Adewusi, Toni Collette, Grace Schneider",The friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill.,English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjQzNDE1OTM5M15BMl5BanBnXkFtZTgwMTQwMTAwNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,6.8,"15,198",tt2245003,movie,01 Mar 2016,"$2,895,704",Embargo Films,http://www.missyoualreadymovie.com/,True
312,Trumbo,2015,R,27 Nov 2015,124 min,"Biography, Drama",Jay Roach,"John McNamara, Bruce Cook (book)","Bryan Cranston, Michael Stuhlbarg, David Maldonado, John Getz","In 1947, Dalton Trumbo was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs.",English,USA,Nominated for 1 Oscar. Another 5 wins & 41 nominations.,https://m.media-amazon.com/images/M/MV5BMjM1MDc2OTQ3NV5BMl5BanBnXkFtZTgwNzQ0NjQ1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.5,"67,775",tt3203606,movie,16 Feb 2016,N/A,Bleecker Street Media,http://www.trumbomovie.com/,True
313,Truth,2015,R,30 Oct 2015,125 min,"Biography, Drama, History",James Vanderbilt,"James Vanderbilt (screenplay), Mary Mapes (book)","Cate Blanchett, Robert Redford, Topher Grace, Dennis Quaid","Newsroom drama detailing the 2004 CBS 60 Minutes report investigating then-President George W. Bush's military service, and the subsequent firestorm of criticism that cost anchor Dan Rather and producer Mary Mapes their careers.",English,"Australia, USA",1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMzkxNjU2MzMzOF5BMl5BanBnXkFtZTgwOTA3Mjg4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.8,"16,726",tt3859076,movie,02 Feb 2016,"$1,580,106",Sony Pictures,http://sonyclassics.com/truth/,True
314,Freeheld,2015,PG-13,05 Nov 2015,103 min,"Documentary, Biography, Drama, Romance",Peter Sollett,Ron Nyswaner (screenplay by),"Julianne Moore, Ellen Page, Michael Shannon, Steve Carell","New Jersey police lieutenant, Laurel Hester, and her registered domestic partner, Stacie Andree, both battle to secure Hester's pension benefits when she is diagnosed with terminal cancer.",English,USA,1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMzM5NTg3NjU1MV5BMl5BanBnXkFtZTgwNzAwMjA3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.5,"10,305",tt1658801,movie,02 Feb 2016,N/A,Summit Entertainment,http://www.freeheld.movie/,True
315,The Paradise Suite,2015,N/A,29 Oct 2015,123 min,Drama,Joost van Ginkel,Joost van Ginkel,"Anjela Nedyalkova, Boris Isakovic, Erik Adelöw, Issaka Sawadogo",The jarring lives of six immigrant residents of Amsterdam intertwine in a poetic mosaic.,"French, Bosnian, English, Swedish, Bulgarian, Serbian, Dutch","Netherlands, Sweden, Bulgaria",8 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjI1NTUyMTAxNl5BMl5BanBnXkFtZTgwMzUyODMyNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"1,241",tt4246894,movie,N/A,N/A,N/A,N/A,True
316,The Dressmaker,2015,R,29 Oct 2015,119 min,"Comedy, Drama",Jocelyn Moorhouse,"Rosalie Ham (based on the novel by), Jocelyn Moorhouse, P.J. Hogan","Kate Winslet, Judy Davis, Liam Hemsworth, Hugo Weaving","A glamorous woman returns to her small town in rural Australia. With her sewing machine and haute couture style, she transforms the women and exacts sweet revenge on those who did her wrong.",English,Australia,15 wins & 38 nominations.,https://m.media-amazon.com/images/M/MV5BMjA4MzAxNTc5OF5BMl5BanBnXkFtZTgwMjgzMDE4OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,7.1,"44,911",tt2910904,movie,27 Dec 2016,"$2,021,399",Amazon Studios &amp; Broad Green Pictures,http://www.dressmakermovie.com.au,True
317,The Program,2015,R,18 Mar 2016,99 min,"Biography, Drama, Sport",Stephen Frears,"John Hodge (screenplay), David Walsh (book)","Ben Foster, Chris O'Dowd, Guillaume Canet, Jesse Plemons","An Irish sports journalist becomes convinced that Lance Armstrong's performances during the Tour de France victories are fueled by banned substances. With this conviction, he starts hunting for evidence that will expose Armstrong.",English,"UK, France",N/A,https://m.media-amazon.com/images/M/MV5BNDMzMzY3NTIyM15BMl5BanBnXkFtZTgwMjAwNTY1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.5,"14,095",tt3083008,movie,N/A,N/A,N/A,N/A,True
318,The Intern,2015,PG-13,25 Sep 2015,121 min,"Comedy, Drama",Nancy Meyers,Nancy Meyers,"Robert De Niro, Anne Hathaway, Rene Russo, Anders Holm","Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",English,USA,1 win & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyNjE5NjI5OF5BMl5BanBnXkFtZTgwNzYzMzU3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,7.1,"187,359",tt2361509,movie,19 Jan 2016,"$60,886,513",Warner Bros. Pictures,http://www.theinternmovie.com/,True
319,The Throne,2015,N/A,16 Sep 2015,125 min,"Drama, History",Joon-ik Lee,"Cheol-Hyeon Jo (screenplay), Song-won Lee (screenplay), Sung Hyeon Oh (screenplay)","Kang-ho Song, Ah-in Yoo, Geun-young Moon, Hae-sook Kim","Set in 18th century Korea, long-ruling King Yeongjo's struggle with his son, Sado, sees the king take extreme measures in order to deal with his heir.",Korean,South Korea,19 wins & 38 nominations.,https://m.media-amazon.com/images/M/MV5BNzFlZmExYTYtMDI2ZC00YjI1LTgyODQtNTUyNGY3NjY0ZGRkXkEyXkFqcGdeQXVyODA4ODIwNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,"1,510",tt4010918,movie,N/A,N/A,N/A,N/A,True
320,Polis Evo,2015,N/A,17 Sep 2015,120 min,Action,Ghaz Abu Bakar,"Anwari Ashraf, Anwari Ashraf, Kyle Goonting, Kyle Goonting, Joel Soh, Joel Soh, Adib Zaini, Adib Zaini","Shaheizy Sam, Zizan Razak, Nora Danish, Hushairi Husain",Big city cop and small-town-big-cop must learn to work together in order to take down Malaysia's biggest drug lord.,"Malay, Malay",Malaysia,N/A,https://m.media-amazon.com/images/M/MV5BYmMzZWI1NWEtYzBhYy00NjZlLWIxMmQtZGIwMDhlNGFjMTk0XkEyXkFqcGdeQXVyNjUxNzkxNDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,396,tt5132854,movie,N/A,N/A,N/A,N/A,True
321,Bill,2015,PG,18 Sep 2015,94 min,"Comedy, Family, History",Richard Bracewell,"Laurence Rickard, Ben Willbond","Mathew Baynton, Simon Farnaby, Martha Howe-Douglas, Jim Howick",What really happened during Shakespeare's 'Lost Years'? Hopeless lute player Bill Shakespeare leaves his home to follow his dream.,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BNjkxOTkzNDgwMF5BMl5BanBnXkFtZTgwNDQxNTg4NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.5,"1,566",tt2978576,movie,03 May 2016,"$381,541",BBC Films,N/A,True
322,Captive,2015,PG-13,18 Sep 2015,97 min,"Action, Crime, Drama, Thriller",Jerry Jameson,"Brian Bird (screenplay by), Ashley Smith (book), Stacy Mattingly (book)","Elle Graham, Kate Mara, Claudia Church, Gina Stewart",A single mother struggling with drug addiction is taken hostage in her own apartment by a man on the run who has broken out of jail and murdered the judge assigned to his case.,English,"Mexico, USA",N/A,https://m.media-amazon.com/images/M/MV5BMjMwNzIyNTY5N15BMl5BanBnXkFtZTgwOTUyNDEwNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.4,"5,937",tt3268668,movie,05 Jan 2016,"$1,963,974",Paramount Pictures,http://www.captivethemovie.com/,True
323,Maze Runner: The Scorch Trials,2015,PG-13,18 Sep 2015,131 min,"Action, Sci-Fi, Thriller",Wes Ball,"T.S. Nowlin (screenplay by), James Dashner (based upon the novel ""The Scorch Trials"" by)","Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie-Sangster","After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",English,USA,2 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMjE3MDU2NzQyMl5BMl5BanBnXkFtZTgwMzQxMDQ3NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.3,"196,363",tt4046784,movie,15 Dec 2015,N/A,20th Century Fox,http://www.themazerunnermovie.com/,True
324,Regression,2015,R,02 Oct 2015,106 min,"Crime, Horror, Mystery, Thriller",Alejandro Amenábar,Alejandro Amenábar,"Ethan Hawke, Emma Watson, David Thewlis, Lothaire Bluteau",A detective and a psychoanalyst uncover evidence of a satanic cult while investigating the rape of a young woman.,English,"Spain, Canada, USA",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BODk4NWI4ZDAtZDNmYy00Mjk3LTg2NDMtNDkxMmZiMDM1OTQzXkEyXkFqcGdeQXVyNTAyNDQ2NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.7,"32,468",tt3319920,movie,10 May 2016,N/A,The Weinstein Company,N/A,True
325,Stonewall,2015,R,25 Sep 2015,129 min,Drama,Roland Emmerich,Jon Robin Baitz,"Jeremy Irvine, Jonny Beauchamp, Joey King, Caleb Landry Jones",A young man's political awakening and coming of age during the days and weeks leading up to the Stonewall Riots.,English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjE4MDY0Mjk0MV5BMl5BanBnXkFtZTgwMTkzMDY0NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.1,"2,905",tt3018070,movie,19 Jan 2016,N/A,Roadside Attractions,N/A,True
326,Moira,2015,N/A,23 Sep 2015,95 min,Drama,Levan Tutberidze,"Goga Kobalia, Davit Pirtskhalava, Levan Tutberidze","Ani Bebia, Paata Inauri, Jano Izoria, Giorgi Khurtsilava",N/A,Georgian,Georgia,1 nomination.,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,23,tt5028834,movie,N/A,N/A,N/A,N/A,True
327,Jwanita,2015,N/A,27 Sep 2015,N/A,N/A,Osman Ali,N/A,"Umie Aida, Maya Karin, Marsha Milan Londoh, Bront Palarae",N/A,Malay,Malaysia,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BNjJmZmU2OGMtY2IwYi00NWMyLTkwY2QtN2M0YzFmYmJjOTg5XkEyXkFqcGdeQXVyNTgwMDk2NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,6,tt6423608,movie,N/A,N/A,N/A,N/A,True
328,99 Homes,2014,R,09 Oct 2015,112 min,Drama,Ramin Bahrani,"Ramin Bahrani (story by), Bahareh Azimi (story by), Ramin Bahrani (screenplay by), Amir Naderi (screenplay by)","Michael Shannon, Douglas M. Griffin, Randy Austin, Carl Palmer",A recently unemployed single father struggles to get back his foreclosed home by working for the real estate broker who is the source of his frustration.,"Spanish, English",USA,Nominated for 1 Golden Globe. Another 12 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMTgyODExMDc0M15BMl5BanBnXkFtZTgwMjY2ODg4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.1,"25,897",tt2891174,movie,09 Feb 2016,N/A,Broad Green Pictures,http://www.99homesmovie.com,True
329,Hotel Transylvania 2,2015,PG,25 Sep 2015,89 min,"Animation, Comedy, Family, Fantasy, Horror",Genndy Tartakovsky,"Robert Smigel, Adam Sandler, Todd Durham (based on characters created by)","Adam Sandler, Andy Samberg, Selena Gomez, Kevin James","Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",English,USA,1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNThkYmNmYzAtOGI2Ny00ODI4LTgwY2MtZmY3YWMxYTUyYjVjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.7,"89,997",tt2510894,movie,12 Jan 2016,N/A,Sony Pictures,http://www.hoteltmovie.com,True
330,Jawani Phir Nahi Ani,2015,N/A,25 Sep 2015,156 min,"Adventure, Comedy, Musical",Nadeem Beyg,Vasay Chaudhry,"Hamza Abbasi, Humayun Saeed, Vasay Chaudhry, Ahmad Ali Butt",A single divorce lawyer takes his three married friends on a vacation to escape their wives.,Urdu,Pakistan,2 wins.,https://images-na.ssl-images-amazon.com/images/M/MV5BM2I5NTUzMWYtZWMxMS00Yzk5LWFhNGMtZGZiNjRlMWE0NmRiXkEyXkFqcGdeQXVyNTIwODMzNjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"2,296",tt4692368,movie,N/A,"$2,256,403",N/A,N/A,True
331,Pan,2015,PG,09 Oct 2015,111 min,"Adventure, Family, Fantasy",Joe Wright,"Jason Fuchs, J.M. Barrie (characters)","Hugh Jackman, Levi Miller, Garrett Hedlund, Rooney Mara","Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny -- to become the hero who will be for ever known as Peter Pan.",English,"USA, UK, Australia",8 nominations.,https://m.media-amazon.com/images/M/MV5BMzk2MDg5MDczMl5BMl5BanBnXkFtZTgwNTE2NjYyNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.8,"55,032",tt3332064,movie,22 Dec 2015,"$35,914,825",Warner Bros.,http://www.panmovie.com/,True
332,The Walk,2015,PG,09 Oct 2015,123 min,"Adventure, Biography, Drama, Thriller",Robert Zemeckis,"Robert Zemeckis (screenplay), Christopher Browne (screenplay), Philippe Petit (book)","Joseph Gordon-Levitt, Guillaume Baillargeon, Émilie Leclerc, Mark Trafford","In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.","English, French, Czech",USA,3 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BNTY4MzA4Mzc5Nl5BMl5BanBnXkFtZTgwNDIzMzk5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.3,"108,188",tt3488710,movie,05 Jan 2016,"$8,064,239",Sony Pictures,http://www.facebook.com/TheWalkMovie,True
333,Hell and Back,2015,R,02 Oct 2015,86 min,"Animation, Adventure, Comedy, Fantasy","Tom Gianas, Ross Shuman","Tom Gianas, Zeb Wells, Hugh Sterbakov","Nick Swardson, Mila Kunis, Bob Odenkirk, T.J. Miller",Two best friends set out to rescue their pal after he's accidentally dragged to hell.,English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjM4NzUxODgyNV5BMl5BanBnXkFtZTgwMDM5MzA3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}]",N/A,5.4,"4,258",tt2141773,movie,05 Jan 2016,"$156,166",Freestyle Releasing LLC.,http://www.shadowmachine.com/hellandback/,True
334,Bridge of Spies,2015,PG-13,16 Oct 2015,142 min,"Drama, History, Thriller",Steven Spielberg,"Matt Charman, Ethan Coen, Joel Coen","Mark Rylance, Domenick Lombardozzi, Victor Verhaeghe, Mark Fichera","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.","English, German, Russian","Germany, India, USA",Won 1 Oscar. Another 30 wins & 99 nominations.,https://m.media-amazon.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.6,"257,892",tt3682448,movie,02 Feb 2016,N/A,Dreamworks Pictures,http://bridgeofspies.com/,True
335,Burnt,2015,R,30 Oct 2015,101 min,"Comedy, Drama",John Wells,"Steven Knight (screenplay), Michael Kalesniko (story)","Bradley Cooper, Sienna Miller, Daniel Brühl, Riccardo Scamarcio","Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.","English, French, Italian",USA,6 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjEzNTk2OTEwNF5BMl5BanBnXkFtZTgwNzExMTg0NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.6,"93,308",tt2503944,movie,26 Jan 2016,N/A,The Weinstein Company,http://www.facebook.com/BurntFilm,True
336,Big Stone Gap,2014,PG-13,20 May 2016,103 min,"Comedy, Romance",Adriana Trigiani,Adriana Trigiani,"Patrick Wilson, Ashley Judd, Whoopi Goldberg, Judith Ivey","In a small town nestled in the Appalachian Mountains of Virginia, self-proclaimed spinster Ave Maria Mulligan finds her life shaken up and forever changed after learning a long-buried family secret.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNjI3NzIyMTU5N15BMl5BanBnXkFtZTgwMDk1MzgzNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,5.6,"2,127",tt3254796,movie,N/A,N/A,N/A,N/A,True
337,Crimson Peak,2015,R,16 Oct 2015,119 min,"Drama, Fantasy, Horror, Mystery, Romance, Thriller",Guillermo del Toro,"Guillermo del Toro, Matthew Robbins","Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam","In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",English,"Canada, USA",6 wins & 39 nominations.,https://m.media-amazon.com/images/M/MV5BNTY2OTI5MjAyOV5BMl5BanBnXkFtZTgwNTkzMjQ0NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.5,"117,204",tt2554274,movie,09 Feb 2016,"$25,957,696",Universal Pictures,http://www.crimsonpeakmovie.com,True
338,Goosebumps,2015,PG,16 Oct 2015,103 min,"Adventure, Comedy, Family, Fantasy, Horror",Rob Letterman,"Darren Lemke (screenplay by), Scott Alexander (story by), Larry Karaszewski (story by), R.L. Stine (based on the ""Goosebumps"" books written by)","Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee","A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",English,"USA, Australia",4 nominations.,https://m.media-amazon.com/images/M/MV5BMjA1OTUzNTQ5Ml5BMl5BanBnXkFtZTgwODQ4NDkxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.3,"70,941",tt1051904,movie,26 Jan 2016,"$76,079,946",Sony Pictures,http://www.goosebumpsfanrewards.com/,True
339,Woodlawn,2015,PG,16 Oct 2015,123 min,"Drama, Sport","Andrew Erwin, Jon Erwin","Jon Erwin, Todd Gerelds (book), Quinton Peeples, Mark Shlabach (book)","Sean Astin, Nic Bishop, Caleb Castille, Sherri Shepherd",A gifted high school football player must learn to embrace his talent and his faith as he battles racial tensions on and off the field.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTA0ODM5MTM5MTleQTJeQWpwZ15BbWU4MDAwNzk1NDYx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.5,"5,950",tt4183692,movie,19 Jan 2016,"$14,393,862",Pure Flix Entertainment,http://www.woodlawnmovie.com/,True
340,Rock the Kasbah,2015,R,23 Oct 2015,106 min,"Comedy, Music, War",Barry Levinson,Mitch Glazer (screenplay),"Bill Murray, Bruce Willis, Kate Hudson, Zooey Deschanel","A down-on-his-luck music manager discovers a teenage girl with an extraordinary voice while on a music tour in Afghanistan and takes her to Kabul to compete on the popular television show, Afghan Star.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU1OTY5MjIyM15BMl5BanBnXkFtZTgwNTIwMDYyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,5.5,"9,325",tt3164256,movie,02 Feb 2016,"$1,940,202",Open Road Films,http://RockTheKasbahMovie.com,True
341,Jem and the Holograms,2015,PG,23 Oct 2015,118 min,"Adventure, Drama, Family, Fantasy, Music, Romance, Sci-Fi",Jon M. Chu,"Ryan Landels (screenplay by), Christy Marx (animated series)","Aubrey Peeples, Stefanie Scott, Aurora Perrineau, Hayley Kiyoko","As a small-town girl catapults from underground video sensation to global superstar, she and her three sisters begin a journey of discovering that some talents are too special to keep hidden.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjIxMDI1MTI2M15BMl5BanBnXkFtZTgwODYzODc2NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,4.1,"6,530",tt3614530,movie,19 Jan 2016,N/A,Universal Pictures,http://www.jemthemovie.com/,True
342,The Last Witch Hunter,2015,PG-13,23 Oct 2015,106 min,"Action, Adventure, Fantasy",Breck Eisner,"Cory Goodman, Matt Sazama, Burk Sharpless","Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson",The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.,English,"USA, China, Canada",1 nomination.,https://m.media-amazon.com/images/M/MV5BMjM5Njk5MzYzM15BMl5BanBnXkFtZTgwNzM1Mjk4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.0,"84,145",tt1618442,movie,02 Feb 2016,N/A,Summit Entertainment.,https://www.facebook.com/LastWitchHunter,True
343,Paranormal Activity: The Ghost Dimension,2015,R,23 Oct 2015,88 min,Horror,Gregory Plotkin,"Jason Pagan (screenplay), Andrew Deutschman (screenplay), Adam Robitel (screenplay), Gavin Heffernan (screenplay), Brantley Aufill (story), Jason Pagan (story), Andrew Deutschman (story), Oren Peli (based on the film ""Paranormal Activity"")","Chris J. Murray, Brit Shaw, Ivy George, Dan Gill","Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.","English, German, Ukrainian",USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjQxMjE5OTA3OF5BMl5BanBnXkFtZTgwMDAxNTg4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,4.6,"21,916",tt2473510,movie,12 Jan 2016,N/A,Paramount Pictures,http://www.paranormalmovie.com/,True
344,Spectre,2015,PG-13,06 Nov 2015,148 min,"Action, Adventure, Thriller",Sam Mendes,"John Logan (screenplay by), Neal Purvis (screenplay by), Robert Wade (screenplay by), Jez Butterworth (screenplay by), John Logan (story by), Neal Purvis (story by), Robert Wade (story by), Ian Fleming (based on characters created by)","Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes","A cryptic message from 007's past sends him pitted against a mysterious terrorist organization called Spectre, and learns of its involvement in previous events of his most dangerous missions.","English, Spanish, Italian, German, French","UK, USA",Won 1 Oscar. Another 7 wins & 32 nominations.,https://m.media-amazon.com/images/M/MV5BOWQ1MDE1NzgtNTQ4OC00ZjliLTllZDAtN2IyOTVmMTc5YjUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.8,"347,646",tt2379713,movie,09 Feb 2016,"$208,777,731",Sony Pictures,http://www.007.com/,True
